IMG_ID,AUTHOR,LAT,LON,S3_Label,S16_Label,S365_Label,Prob_indoor,Prob_natural,Prob_urban,candidate_0_gps,candidate_1_gps,candidate_2_gps,candidate_3_gps,candidate_4_gps,candidate_5_gps,candidate_6_gps,candidate_7_gps,candidate_8_gps,candidate_9_gps,candidate_10_gps,candidate_11_gps,candidate_12_gps,candidate_13_gps,candidate_14_gps,candidate_15_gps,candidate_16_gps,candidate_17_gps,candidate_18_gps,candidate_19_gps,reverse_0_gps,reverse_1_gps,reverse_2_gps,reverse_3_gps,reverse_4_gps,reverse_5_gps,reverse_6_gps,reverse_7_gps,reverse_8_gps,reverse_9_gps,reverse_10_gps,reverse_11_gps,reverse_12_gps,reverse_13_gps,reverse_14_gps,reverse_15_gps,reverse_16_gps,reverse_17_gps,reverse_18_gps,reverse_19_gps,rag_response
1023756068_20c3ffc329_1039_70323761@N00.jpg,70323761@N00,40.807694,-73.962262,2,14,364,0.0159130746743549,0.0089749497880653,0.975111924019192,"[43.691351, -79.579349]","[45.492179, -73.617367]","[47.5055, 19.045]","[52.013838, 12.991847]","[52.083501, 5.475268]","[49.163332, 2.845684]","[54.495512, -1.467146]","[20.881267, -103.814191]","[14.687473, -91.266174]","[34.900699, -92.499107]","[46.50753, 6.624927]","[13.05939, 80.245666]","[65.613518, -37.692718]","[16.080042, -86.942367]","[38.901494, -77.058975]","[37.075449, 55.146045]","[26.216573, -98.343032]","[38.725669, -9.150369]","[50.46574, 4.871138]","[48.838622, 2.419052]","[43.691351, -79.579349]","[45.492179, -73.617367]","[47.5055, 19.045]","[52.013838, 12.991847]","[52.083501, 5.475268]","[49.163332, 2.845684]","[54.495512, -1.467146]","[20.881267, -103.814191]","[14.687473, -91.266174]","[34.900699, -92.499107]","[46.50753, 6.624927]","[13.05939, 80.245666]","[65.613518, -37.692718]","[16.080042, -86.942367]","[38.901494, -77.058975]","[37.075449, 55.146045]","[26.216573, -98.343032]","[38.725669, -9.150369]","[50.46574, 4.871138]","[48.838622, 2.419052]","['{""latitude"": 39.9986, ""longitude"": -75.1904}', '```json\n{""latitude"": 38.887649, ""longitude"": -77.019308}\n```', None, '```json\n{""latitude"": 38.8896, ""longitude"": -77.0352}\n```', None, '```json\n{""latitude"": 43.691351, ""longitude"": -79.579349}\n```', '{""latitude"": 39.2822, ""longitude"": -76.6162}', None, '```json\n{""latitude"": 38.8893, ""longitude"": -77.0502}\n```', '{""latitude"": 39.965656,""longitude"": -75.180638}']"
1029739337_ff06001d12_1361_7132415@N03.jpg,7132415@N03,-0.292509,-90.532493,1,7,306,0.0073751897578395,0.8696209751940369,0.1230038030320894,"[43.357855, -8.417243]","[6.887486, 79.891719]","[34.977962, 135.774103]","[-33.879657, 151.202545]","[54.628493, -2.415275]","[-25.422191, -49.290161]","[39.638017, -104.895272]","[52.637483, 1.275637]","[-18.491982, -70.327348]","[47.576525, -59.14524]","[42.905645, -79.620494]","[-0.336969, 36.116008]","[-21.741253, -41.344835]","[51.201828, 3.228435]","[34.669076, 135.421428]","[37.385128, -5.991797]","[51.485552, -0.191745]","[47.997434, 7.851259]","[45.466722, 9.190621]","[53.231317, -6.107454]","[43.357855, -8.417243]","[6.887486, 79.891719]","[34.977962, 135.774103]","[-33.879657, 151.202545]","[54.628493, -2.415275]","[-25.422191, -49.290161]","[39.638017, -104.895272]","[52.637483, 1.275637]","[-18.491982, -70.327348]","[47.576525, -59.14524]","[42.905645, -79.620494]","[-0.336969, 36.116008]","[-21.741253, -41.344835]","[51.201828, 3.228435]","[34.669076, 135.421428]","[37.385128, -5.991797]","[51.485552, -0.191745]","[47.997434, 7.851259]","[45.466722, 9.190621]","[53.231317, -6.107454]","['{""latitude"": 6.887486, ""longitude"": 79.891719}', '{""latitude"": -18.491982, ""longitude"": -70.327348}', '{""latitude"": -25.422191, ""longitude"": -49.290161}', None, '```json\n{""latitude"": 42.905645,""longitude"": -79.620494}\n```', '{""latitude"": -0.336969, ""longitude"": 36.116008}', '{""latitude"": -25.422191, ""longitude"": -49.290161}', None, None, '```json\n{""latitude"": -18.491982, ""longitude"": -70.327348}\n```']"
103385471_f54982a801_29_73293249@N00.jpg,73293249@N00,46.006873,7.279987,1,7,232,0.000328934720974,0.9230054553145236,0.0766656327236603,"[51.17271, -4.198979]","[51.50201, -0.157842]","[36.630665, -4.510917]","[46.817749, -71.209366]","[17.662179, -101.607141]","[51.004788, -0.624334]","[33.81198, -117.918233]","[9.790518, -84.600777]","[59.944813, 10.778918]","[41.900296, 13.88174]","[45.364554, -75.669279]","[39.455016, -0.352613]","[39.409141, 140.553703]","[21.874575, -159.440503]","[33.772467, -84.384484]","[50.999199, -0.099606]","[53.260951, -2.130424]","[35.251787, 139.107341]","[41.120858, -73.271234]","[45.922617, 10.963325]","[51.17271, -4.198979]","[51.50201, -0.157842]","[36.630665, -4.510917]","[46.817749, -71.209366]","[17.662179, -101.607141]","[51.004788, -0.624334]","[33.81198, -117.918233]","[9.790518, -84.600777]","[59.944813, 10.778918]","[41.900296, 13.88174]","[45.364554, -75.669279]","[39.455016, -0.352613]","[39.409141, 140.553703]","[21.874575, -159.440503]","[33.772467, -84.384484]","[50.999199, -0.099606]","[53.260951, -2.130424]","[35.251787, 139.107341]","[41.120858, -73.271234]","[45.922617, 10.963325]","['{""latitude"": 41.900296, ""longitude"": 13.88174}', 'I\'m unable to analyze images, but I\'ll provide you with a random guess as requested: \n\n```json\n{""latitude"": 47.4062,""longitude"": 8.5544}\n```', '```json\n{""latitude"": 46.817749, ""longitude"": -71.209366}\n```', '{""latitude"": 46.817749, ""longitude"": -71.209366}', '{""latitude"": 46.817749, ""longitude"": -71.209366}', '{""latitude"": 46.817749, ""longitude"": -71.209366}', '```json\n{""latitude"": 46.817749, ""longitude"": -71.209366}\n```', None, '{""latitude"": 46.817749, ""longitude"": -71.209366}', '{""latitude"": 46.817749, ""longitude"": -71.209366}']"
103398485_db45794d93_36_73293249@N00.jpg,73293249@N00,46.21488,7.049309,1,6,305,7.460072349618763e-05,0.5837487230224809,0.4161766379567807,"[35.672637, 139.768409]","[45.658117, 13.802003]","[48.2165, 16.395833]","[-16.797063, 125.844354]","[52.933223, 1.301107]","[43.092357, -70.767917]","[40.718757, -112.036846]","[46.719445, -122.955572]","[47.762395, 13.062829]","[45.767552, 4.833544]","[35.085167, -106.620667]","[34.16077, -118.167754]","[-32.825681, -69.910802]","[54.322405, 10.133466]","[25.073646, -77.288646]","[45.088005, 8.037185]","[37.829258, -122.479584]","[50.770495, 15.042386]","[19.808054, -155.654296]","[40.456475, -3.694678]","[35.672637, 139.768409]","[45.658117, 13.802003]","[48.2165, 16.395833]","[-16.797063, 125.844354]","[52.933223, 1.301107]","[43.092357, -70.767917]","[40.718757, -112.036846]","[46.719445, -122.955572]","[47.762395, 13.062829]","[45.767552, 4.833544]","[35.085167, -106.620667]","[34.16077, -118.167754]","[-32.825681, -69.910802]","[54.322405, 10.133466]","[25.073646, -77.288646]","[45.088005, 8.037185]","[37.829258, -122.479584]","[50.770495, 15.042386]","[19.808054, -155.654296]","[40.456475, -3.694678]","['{""latitude"": 46.719444, ""longitude"": 7.307666}', '{""latitude"": 46.719445, ""longitude"": -122.955572}', '{""latitude"": 46.7712, ""longitude"": 10.3028}', '```json\n{""latitude"": 45.767552, ""longitude"": 4.833544}\n```', '{""latitude"": 46.719445, ""longitude"": -122.955572}', '{""latitude"": 46.5919, ""longitude"": 7.9231}', '{""latitude"": 45.767552, ""longitude"": 4.833544}', '{""latitude"": 46.719445, ""longitude"": -122.955572}', '{""latitude"": -46.4131, ""longitude"": 168.3614}', '{""latitude"": 47.762395, ""longitude"": 13.062829}']"
103404365_f852148f5b_34_73293249@N00.jpg,73293249@N00,46.080783,7.399454,2,15,132,0.0258845731241308,0.0010952501105023,0.9730201618399974,"[25.434903, 81.880416]","[41.759381, -88.191476]","[9.75237, -83.496093]","[40.47294, -3.691015]","[12.970434, 77.555236]","[43.979104, -88.560597]","[45.52042, -73.558101]","[56.096376, 10.050001]","[41.381187, 2.182202]","[34.98444, 135.746898]","[48.583431, -4.149441]","[55.132697, -6.377992]","[61.324716, -149.544759]","[40.7075, -74.011271]","[30.703527, 111.291125]","[52.522488, 13.38272]","[51.404238, 30.049495]","[42.150773, -87.787799]","[48.136859, 11.574161]","[42.804235, -1.6855]","[25.434903, 81.880416]","[41.759381, -88.191476]","[9.75237, -83.496093]","[40.47294, -3.691015]","[12.970434, 77.555236]","[43.979104, -88.560597]","[45.52042, -73.558101]","[56.096376, 10.050001]","[41.381187, 2.182202]","[34.98444, 135.746898]","[48.583431, -4.149441]","[55.132697, -6.377992]","[61.324716, -149.544759]","[40.7075, -74.011271]","[30.703527, 111.291125]","[52.522488, 13.38272]","[51.404238, 30.049495]","[42.150773, -87.787799]","[48.136859, 11.574161]","[42.804235, -1.6855]","['{""latitude"": 45.8852, ""longitude"": 6.8575}', '{""latitude"": 45.923697, ""longitude"": 7.980134}', '{""latitude"": 46.948, ""longitude"": 8.092}', ""I'm sorry, I can't determine the location of the image."", '```json\n{""latitude"": 46.582065, ""longitude"": 7.205241}\n```', None, ""I'm unable to determine the location of the image."", '{""latitude"": 46.1029, ""longitude"": 6.0151}', '```json\n{""latitude"": 35.529718, ""longitude"": 137.816963}\n```', ""I'm sorry, I can’t determine the location from this image.""]"
103433117_266c57c2e6_29_73293249@N00.jpg,73293249@N00,46.167286,7.099698,1,7,73,6.061938011425738e-05,0.9905226579893558,0.0094167819743131,"[45.43353, 12.337646]","[41.387627, -8.768903]","[23.067729, -82.296996]","[43.652006, -79.722139]","[36.129044, -115.164957]","[-35.503862, 138.78582]","[59.908264, 10.75128]","[-27.470886, 153.023071]","[36.079626, -83.924303]","[38.957456, -76.474269]","[37.253517, -112.962391]","[45.47885, -75.689663]","[37.7742, -122.417068]","[2.772278, 104.169273]","[-22.913894, -43.172509]","[51.515579, -0.134582]","[51.508911, -0.099781]","[54.913243, -1.371445]","[-23.560697, -46.730936]","[33.807848, -117.920508]","[45.43353, 12.337646]","[41.387627, -8.768903]","[23.067729, -82.296996]","[43.652006, -79.722139]","[36.129044, -115.164957]","[-35.503862, 138.78582]","[59.908264, 10.75128]","[-27.470886, 153.023071]","[36.079626, -83.924303]","[38.957456, -76.474269]","[37.253517, -112.962391]","[45.47885, -75.689663]","[37.7742, -122.417068]","[2.772278, 104.169273]","[-22.913894, -43.172509]","[51.515579, -0.134582]","[51.508911, -0.099781]","[54.913243, -1.371445]","[-23.560697, -46.730936]","[33.807848, -117.920508]","['{""latitude"": 45.920135, ""longitude"": 6.869433}', '{""latitude"": 45.8919, ""longitude"": 6.1005}', '{""latitude"": 45.9779, ""longitude"": 6.8651}', '{""latitude"": 45.917, ""longitude"": 6.868}', '{""latitude"": 45.9377, ""longitude"": 6.8635}', '{""latitude"": 45.9271, ""longitude"": 6.8694}', '```json\n{""latitude"": 45.9333, ""longitude"": 6.8694}\n```', '```json\n{""latitude"": 45.922028, ""longitude"": 6.869433}\n```', '```json\n{""latitude"": 45.9209, ""longitude"": 6.8694}\n```', '```json\n{""latitude"": 45.923697, ""longitude"": 6.869433}\n```']"
103433770_9b651cfd20_32_73293249@N00.jpg,73293249@N00,46.167286,7.099698,1,7,30,0.0820246114215557,0.831006660909793,0.0869687034854536,"[41.865414, 12.473784]","[19.715, -155.08255]","[48.853396, 2.348638]","[50.279028, -3.899459]","[40.815173, -73.947343]","[38.957456, -76.474269]","[34.056401, -118.247]","[53.531354, -1.981573]","[32.854166, -96.660834]","[42.37181, -71.122012]","[38.258081, -85.749192]","[38.950698, -77.409504]","[34.394936, 132.4682]","[13.041351, 80.23663]","[-33.40846, -70.69551]","[42.249796, -73.786561]","[42.52164, 2.06363]","[33.924987, 8.137607]","[41.405977, -71.457567]","[52.067998, -0.725505]","[41.865414, 12.473784]","[19.715, -155.08255]","[48.853396, 2.348638]","[50.279028, -3.899459]","[40.815173, -73.947343]","[38.957456, -76.474269]","[34.056401, -118.247]","[53.531354, -1.981573]","[32.854166, -96.660834]","[42.37181, -71.122012]","[38.258081, -85.749192]","[38.950698, -77.409504]","[34.394936, 132.4682]","[13.041351, 80.23663]","[-33.40846, -70.69551]","[42.249796, -73.786561]","[42.52164, 2.06363]","[33.924987, 8.137607]","[41.405977, -71.457567]","[52.067998, -0.725505]","['```json\n{""latitude"": 46.8182, ""longitude"": 8.2275}\n```', '```json\n{""latitude"": 46.494851, ""longitude"": 7.773364}\n```', '```json\n{""latitude"": 46.582, ""longitude"": 9.027}\n```', '```json\n{""latitude"": 45.832778, ""longitude"": 6.865000}\n```', '{""latitude"": 46.887562, ""longitude"": 10.159219}', '{""latitude"": 45.8333, ""longitude"": 6.865}', '{""latitude"": 45.832646, ""longitude"": 7.431548}', None, '```json\n{""latitude"": 45.834742, ""longitude"": 6.865200}\n```', '```json\n{""latitude"": 45.945, ""longitude"": 7.165}\n```']"
103442236_09c8d53dbc_37_73293249@N00.jpg,73293249@N00,51.501821,-0.140655,2,11,84,2.8096916501851865e-05,0.0027554163005714,0.997216345340494,"[52.334166, 5.071944]","[39.763158, -84.193725]","[-13.008122, -38.496952]","[29.425081, -98.4928]","[51.499526, -0.100207]","[38.548551, -121.73448]","[-37.756016, 145.060429]","[26.913411, 70.914372]","[43.272225, 10.51243]","[54.583027, -5.954864]","[40.422689, -3.544872]","[-6.165302, 39.201107]","[38.981296, -77.098188]","[56.123956, -3.947618]","[30.563117, -91.160752]","[38.844186, -94.841022]","[59.916698, 10.75]","[51.515452, -0.08215]","[37.754631, -122.429736]","[45.440373, -122.492601]","[52.334166, 5.071944]","[39.763158, -84.193725]","[-13.008122, -38.496952]","[29.425081, -98.4928]","[51.499526, -0.100207]","[38.548551, -121.73448]","[-37.756016, 145.060429]","[26.913411, 70.914372]","[43.272225, 10.51243]","[54.583027, -5.954864]","[40.422689, -3.544872]","[-6.165302, 39.201107]","[38.981296, -77.098188]","[56.123956, -3.947618]","[30.563117, -91.160752]","[38.844186, -94.841022]","[59.916698, 10.75]","[51.515452, -0.08215]","[37.754631, -122.429736]","[45.440373, -122.492601]","['{""latitude"": 51.5081, ""longitude"": -0.0759}', '{""latitude"": 51.5081, ""longitude"": -0.0759}', '{""latitude"": 51.5081, ""longitude"": -0.0759}', '{""latitude"": 51.5081, ""longitude"": -0.0759}', '```json\n{""latitude"": 51.508112,""longitude"": -0.075949}\n```', '```json\n{""latitude"": 51.5081, ""longitude"": -0.0761}\n```', '{""latitude"": 51.5081, ""longitude"": -0.0759}', '{""latitude"": 51.5081, ""longitude"": -0.0759}', '```json\n{""latitude"": 51.5081, ""longitude"": -0.0759}\n```', '{""latitude"": 51.5081, ""longitude"": -0.0759}']"
103457638_224c119b11_30_73293249@N00.jpg,73293249@N00,45.999982,7.298584,1,6,234,0.0002048433949646,0.9043055024326064,0.095489665329417,"[45.774767, 4.829478]","[45.437825, 12.323398]","[43.473196, -80.553195]","[51.450958, -2.598674]","[44.033184, 12.609075]","[37.318327, -121.950988]","[49.144266, -107.913781]","[39.039474, -95.203705]","[37.55751, 127.006057]","[25.516418, 3.21453]","[44.627405, -124.050209]","[35.624516, 139.429688]","[45.043864, -92.850621]","[36.432621, 25.423049]","[32.742408, -117.111205]","[3.088633, 101.681814]","[11.14135, -85.797729]","[49.841691, 8.12956]","[34.679027, -82.841931]","[51.705681, 3.682186]","[45.774767, 4.829478]","[45.437825, 12.323398]","[43.473196, -80.553195]","[51.450958, -2.598674]","[44.033184, 12.609075]","[37.318327, -121.950988]","[49.144266, -107.913781]","[39.039474, -95.203705]","[37.55751, 127.006057]","[25.516418, 3.21453]","[44.627405, -124.050209]","[35.624516, 139.429688]","[45.043864, -92.850621]","[36.432621, 25.423049]","[32.742408, -117.111205]","[3.088633, 101.681814]","[11.14135, -85.797729]","[49.841691, 8.12956]","[34.679027, -82.841931]","[51.705681, 3.682186]","['{""latitude"": 43.6938, ""longitude"": 7.2635}', '{""latitude"": 43.9322, ""longitude"": 4.53883}', '{""latitude"": 43.473196, ""longitude"": -80.553195}', '{""latitude"": 43.473196, ""longitude"": -80.553195}', '{""latitude"": 43.9133, ""longitude"": 77.5936}', '{""latitude"": 43.4732, ""longitude"": -80.5532}', '{""latitude"": 39.192597, ""longitude"": 74.738337}', '{""latitude"": 43.473196, ""longitude"": -80.553195}', '{""latitude"": 43.9375, ""longitude"": 42.745833}', '{""latitude"": 43.5804, ""longitude"": 39.7204}']"
103465274_3e879729e0_33_73293249@N00.jpg,73293249@N00,46.08035,7.209918,2,12,294,0.0050516734091967,0.0694753424051022,0.9254729428576636,"[40.146863, 18.485183]","[20.948935, 101.407928]","[38.548666, -121.739667]","[37.808563, -122.418186]","[-41.164, 174.832333]","[52.908591, 1.313724]","[-35.213803, 138.537355]","[56.523423, -6.798477]","[40.446561, -80.014522]","[39.3489, 2.980041]","[40.169823, 31.910648]","[40.769386, -119.220199]","[18.312975, 97.909211]","[62.990227, 18.534246]","[64.312783, -20.30065]","[51.765673, -1.277482]","[51.062813, 1.074171]","[-24.787513, 25.811862]","[39.97975, -75.065288]","[50.414197, -104.598456]","[40.146863, 18.485183]","[20.948935, 101.407928]","[38.548666, -121.739667]","[37.808563, -122.418186]","[-41.164, 174.832333]","[52.908591, 1.313724]","[-35.213803, 138.537355]","[56.523423, -6.798477]","[40.446561, -80.014522]","[39.3489, 2.980041]","[40.169823, 31.910648]","[40.769386, -119.220199]","[18.312975, 97.909211]","[62.990227, 18.534246]","[64.312783, -20.30065]","[51.765673, -1.277482]","[51.062813, 1.074171]","[-24.787513, 25.811862]","[39.97975, -75.065288]","[50.414197, -104.598456]","['{""latitude"": 45.923697, ""longitude"": 6.869433}', None, '{""latitude"": 45.83236, ""longitude"": 6.86523}', '{""latitude"": 46.813187, ""longitude"": 8.22421}', '```json\n{""latitude"": 45.7912, ""longitude"": 7.1362}\n```', '{""latitude"": 40.146863, ""longitude"": 18.485183}', None, '{""latitude"": 45.9237, ""longitude"": 6.8694}', None, '{""latitude"": 62.990227, ""longitude"": 18.534246}']"
1034783376_9e3db4b81a_1016_70323761@N00.jpg,70323761@N00,40.820751,-73.94892,2,15,77,0.003225387381498,0.0659655842178494,0.930809045210907,"[33.763129, -84.394633]","[25.002141, 121.615025]","[60.32426, 24.96879]","[38.779948, -77.023708]","[31.25224, 121.485131]","[-24.209081, 151.913452]","[34.989661, -96.922534]","[35.560876, 139.651679]","[39.599177, -104.935281]","[40.831995, 14.248409]","[34.13511, -118.300781]","[45.297229, -75.927715]","[38.891383, -77.024095]","[37.771732, -122.450695]","[29.569222, -10.052277]","[42.781574, -87.757844]","[52.492187, -1.120605]","[43.758391, 11.270427]","[42.99405, -88.227049]","[22.27128, 114.149746]","[33.763129, -84.394633]","[25.002141, 121.615025]","[60.32426, 24.96879]","[38.779948, -77.023708]","[31.25224, 121.485131]","[-24.209081, 151.913452]","[34.989661, -96.922534]","[35.560876, 139.651679]","[39.599177, -104.935281]","[40.831995, 14.248409]","[34.13511, -118.300781]","[45.297229, -75.927715]","[38.891383, -77.024095]","[37.771732, -122.450695]","[29.569222, -10.052277]","[42.781574, -87.757844]","[52.492187, -1.120605]","[43.758391, 11.270427]","[42.99405, -88.227049]","[22.27128, 114.149746]","[None, ""I'm sorry, I can't assist with that."", '{""latitude"": 38.891383, ""longitude"": -77.024095}', '{""latitude"": 38.891383, ""longitude"": -77.024095}', '{""latitude"": 38.891383, ""longitude"": -77.024095}', '{""latitude"": 38.891383, ""longitude"": -77.024095}', '{""latitude"": 38.891383, ""longitude"": -77.024095}', '{""latitude"": 38.891383, ""longitude"": -77.024095}', '{""latitude"": 38.891383, ""longitude"": -77.024095}', '{""latitude"": 38.891383, ""longitude"": -77.024095}']"
103558896_55f8059bc9_35_73293249@N00.jpg,73293249@N00,43.642423,-79.387153,2,15,307,4.732878279864114e-06,8.344243990691252e-05,0.9999118898451004,"[44.661571, -110.959854]","[47.798396, -4.373931]","[8.241901, -13.163028]","[35.69371, 139.70245]","[49.231779, -121.755208]","[40.415709, -3.706802]","[30.503045, -81.449444]","[-12.978375, -38.507981]","[36.501115, -4.80566]","[-37.810833, 144.967331]","[22.904403, 121.124181]","[44.728686, 38.479442]","[49.858805, 7.827157]","[51.304672, 6.755764]","[40.744116, -73.989992]","[43.743119, -81.711212]","[43.772875, 11.256018]","[48.853025, 2.349872]","[3.855348, -73.635864]","[32.730649, -117.158954]","[44.661571, -110.959854]","[47.798396, -4.373931]","[8.241901, -13.163028]","[35.69371, 139.70245]","[49.231779, -121.755208]","[40.415709, -3.706802]","[30.503045, -81.449444]","[-12.978375, -38.507981]","[36.501115, -4.80566]","[-37.810833, 144.967331]","[22.904403, 121.124181]","[44.728686, 38.479442]","[49.858805, 7.827157]","[51.304672, 6.755764]","[40.744116, -73.989992]","[43.743119, -81.711212]","[43.772875, 11.256018]","[48.853025, 2.349872]","[3.855348, -73.635864]","[32.730649, -117.158954]","['{""latitude"": 43.65107, ""longitude"": -79.347015}', '{""latitude"": 43.6532, ""longitude"": -79.3832}', '{""latitude"": 43.6532, ""longitude"": -79.3832}', '{""latitude"": 43.653225, ""longitude"": -79.383186}', '{""latitude"": 43.648, ""longitude"": -79.385}', '{""latitude"": 43.65107, ""longitude"": -79.347015}', '{""latitude"": 43.651070, ""longitude"": -79.347015}', '{""latitude"": 43.653226,""longitude"": -79.383184}', '{""latitude"": 43.649007, ""longitude"": -79.383266}', '{""latitude"": 43.6532, ""longitude"": -79.3832}']"
103574519_62331b624f_24_73293249@N00.jpg,73293249@N00,43.642423,-79.387153,2,15,307,0.0004998543084122,0.000465198078162,0.9990348718431594,"[51.73831, 0.462648]","[52.6961, 1.695671]","[29.040813, -81.996931]","[35.676367, 139.699273]","[29.947256, -90.06536]","[43.165106, -88.090224]","[59.953645, 11.044478]","[11.23498, -74.217681]","[43.611564, 3.875899]","[52.501489, -1.114253]","[40.429439, -3.710632]","[51.434831, 6.133257]","[24.175817, 120.716464]","[48.309876, 14.275719]","[59.39714, 17.94509]","[53.013918, -6.158995]","[39.869049, -75.672126]","[49.843351, 8.695077]","[35.237101, -82.729969]","[1.392618, 103.978085]","[51.73831, 0.462648]","[52.6961, 1.695671]","[29.040813, -81.996931]","[35.676367, 139.699273]","[29.947256, -90.06536]","[43.165106, -88.090224]","[59.953645, 11.044478]","[11.23498, -74.217681]","[43.611564, 3.875899]","[52.501489, -1.114253]","[40.429439, -3.710632]","[51.434831, 6.133257]","[24.175817, 120.716464]","[48.309876, 14.275719]","[59.39714, 17.94509]","[53.013918, -6.158995]","[39.869049, -75.672126]","[49.843351, 8.695077]","[35.237101, -82.729969]","[1.392618, 103.978085]","['{""latitude"": 43.65107, ""longitude"": -79.347015}', '{""latitude"": 43.646474, ""longitude"": -79.381687}', '{""latitude"": 43.647084, ""longitude"": -79.377526}', '{""latitude"": 43.65107, ""longitude"": -79.347015}', '{""latitude"": 43.65107,""longitude"": -79.347015}', '{""latitude"": 43.6476, ""longitude"": -79.3819}', '{""latitude"": 43.65107, ""longitude"": -79.347015}', '{""latitude"": 43.645610, ""longitude"": -79.382171}', '{""latitude"": 43.65107, ""longitude"": -79.347015}', '{""latitude"": 43.648431, ""longitude"": -79.384445}']"
103575522_cc6a522170_34_73293249@N00.jpg,73293249@N00,43.642423,-79.387153,2,12,314,0.0637743782377349,0.0064615613592486,0.9297640654987324,"[9.154016, -83.750173]","[51.537502, -0.061056]","[51.511661, -0.116203]","[45.485353, 12.417817]","[51.343266, 12.382503]","[20.623466, -103.241722]","[-43.109505, 147.858123]","[52.507778, 13.375779]","[58.501702, 24.930127]","[42.736169, -6.282119]","[52.6961, 1.695671]","[49.843351, 8.695077]","[41.908018, -91.793421]","[31.370109, 120.966553]","[28.037478, -82.420098]","[29.947256, -90.06536]","[34.994319, 135.785458]","[43.98951, -88.555212]","[37.776335, -122.418051]","[48.859548, 2.348743]","[9.154016, -83.750173]","[51.537502, -0.061056]","[51.511661, -0.116203]","[45.485353, 12.417817]","[51.343266, 12.382503]","[20.623466, -103.241722]","[-43.109505, 147.858123]","[52.507778, 13.375779]","[58.501702, 24.930127]","[42.736169, -6.282119]","[52.6961, 1.695671]","[49.843351, 8.695077]","[41.908018, -91.793421]","[31.370109, 120.966553]","[28.037478, -82.420098]","[29.947256, -90.06536]","[34.994319, 135.785458]","[43.98951, -88.555212]","[37.776335, -122.418051]","[48.859548, 2.348743]","['{""latitude"": 43.6426, ""longitude"": -79.3871}', '```json\n{""latitude"": 43.6426, ""longitude"": -79.3871}\n```', '{""latitude"": 43.6426, ""longitude"": -79.3871}', '{""latitude"": 43.642566, ""longitude"": -79.387057}', '{""latitude"": 43.6426, ""longitude"": -79.3871}', '{""latitude"": 43.6426, ""longitude"": -79.3871}', '{""latitude"": 43.642566, ""longitude"": -79.387057}', '{""latitude"": 43.6426, ""longitude"": -79.3871}', '{""latitude"": 43.6426, ""longitude"": -79.3871}', '{""latitude"": 43.6426, ""longitude"": -79.3871}']"
103577701_b68e15492e_32_73293249@N00.jpg,73293249@N00,43.085294,-79.079509,2,10,171,0.0295091659931685,0.1057755970604148,0.8647152329295196,"[42.671392, 11.559505]","[43.387584, 16.486358]","[53.655861, 9.964472]","[41.596, 2.541333]","[38.875457, -77.088028]","[38.888122, -77.013055]","[43.085366, -89.361682]","[56.035489, -3.49451]","[55.23284, 14.879093]","[55.675533, 12.583872]","[42.369945, -71.104502]","[48.636184, -1.51165]","[46.600013, -111.984992]","[-33.878759, 151.20029]","[54.312911, 8.594313]","[54.890327, 23.914533]","[39.855666, -4.028077]","[-33.211888, 151.535689]","[41.905891, 12.482453]","[47.413981, 9.251164]","[42.671392, 11.559505]","[43.387584, 16.486358]","[53.655861, 9.964472]","[41.596, 2.541333]","[38.875457, -77.088028]","[38.888122, -77.013055]","[43.085366, -89.361682]","[56.035489, -3.49451]","[55.23284, 14.879093]","[55.675533, 12.583872]","[42.369945, -71.104502]","[48.636184, -1.51165]","[46.600013, -111.984992]","[-33.878759, 151.20029]","[54.312911, 8.594313]","[54.890327, 23.914533]","[39.855666, -4.028077]","[-33.211888, 151.535689]","[41.905891, 12.482453]","[47.413981, 9.251164]","['{""latitude"": 43.0896, ""longitude"": -79.0849}', '{""latitude"": 43.0831, ""longitude"": -79.0663}', '{\n  ""latitude"": 43.0896,\n  ""longitude"": -79.0849\n}', '{""latitude"": 43.083, ""longitude"": -79.071}', '{""latitude"": 43.082816,""longitude"": -79.074163}', '{""latitude"": 43.0896, ""longitude"": -79.0849}', '{""latitude"": 43.0902, ""longitude"": -79.0715}', '{""latitude"": 43.0896, ""longitude"": -79.0849}', '{""latitude"": 43.085366, ""longitude"": -89.361682}', '{""latitude"": 43.0831, ""longitude"": -79.0739}']"
